mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__min_samples_leaf,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.45627436637878416,0.007311160757578303,0.017928886413574218,0.0017385641584858663,0.0849080237694725,2,8,288,0.8387400631785948,"{'model__learning_rate': np.float64(0.0849080237694725), 'model__max_depth': 2, 'model__min_samples_leaf': 8, 'model__n_estimators': 288, 'model__subsample': np.float64(0.8387400631785948)}",0.9087615283267457,0.8959893048128342,0.8598262032085562,0.8709224598930481,0.8794043345299827,0.8829807661542333,0.017482546579287384,13
1.2105882167816162,0.016574124619958525,0.018644094467163086,0.0012993735741904427,0.09916655057071823,4,8,472,0.8404460046972835,"{'model__learning_rate': np.float64(0.09916655057071823), 'model__max_depth': 4, 'model__min_samples_leaf': 8, 'model__n_estimators': 472, 'model__subsample': np.float64(0.8404460046972835)}",0.907312252964427,0.8819518716577539,0.833355614973262,0.851403743315508,0.8795372955723972,0.8707121556966697,0.0257375498143157,48
0.7495834827423096,0.03212912555646863,0.018762683868408202,0.0017119302941100314,0.1516145155592091,3,5,357,0.8887995089067299,"{'model__learning_rate': np.float64(0.1516145155592091), 'model__max_depth': 3, 'model__min_samples_leaf': 5, 'model__n_estimators': 357, 'model__subsample': np.float64(0.8887995089067299)}",0.9158761528326747,0.8877005347593583,0.8381684491978609,0.8667780748663101,0.8795372955723972,0.8776121014457203,0.02546683459822215,33
0.5228958606719971,0.0070072290902982925,0.016748571395874025,0.0011400100237612364,0.19771054180315006,3,5,260,0.7216968971838151,"{'model__learning_rate': np.float64(0.19771054180315006), 'model__max_depth': 3, 'model__min_samples_leaf': 5, 'model__n_estimators': 260, 'model__subsample': np.float64(0.7216968971838151)}",0.9104743083003953,0.8885026737967915,0.8332219251336899,0.8608957219251336,0.873421087621327,0.8733031433554675,0.025973768692822696,43
0.4770498275756836,0.016542003301835324,0.016463851928710936,0.0006659462170784282,0.11495128632644756,5,9,148,0.8099098641033556,"{'model__learning_rate': np.float64(0.11495128632644756), 'model__max_depth': 5, 'model__min_samples_leaf': 9, 'model__n_estimators': 148, 'model__subsample': np.float64(0.8099098641033556)}",0.9112648221343873,0.8966577540106951,0.8483288770053476,0.8603609625668449,0.8795372955723973,0.8792299422579346,0.02298247526084045,27
1.646963405609131,0.030139956308017534,0.019641637802124023,0.0014919766826859188,0.08997219434305109,5,3,463,0.8056937753654446,"{'model__learning_rate': np.float64(0.08997219434305109), 'model__max_depth': 5, 'model__min_samples_leaf': 3, 'model__n_estimators': 463, 'model__subsample': np.float64(0.8056937753654446)}",0.906258234519104,0.8755347593582888,0.8375,0.8431149732620321,0.8833931658024199,0.869160226588369,0.025691238146864227,49
1.112215232849121,0.041737616595559746,0.01762809753417969,0.0006273046924804434,0.1284829137724085,4,5,406,0.8721230154351118,"{'model__learning_rate': np.float64(0.1284829137724085), 'model__max_depth': 4, 'model__min_samples_leaf': 5, 'model__n_estimators': 406, 'model__subsample': np.float64(0.8721230154351118)}",0.9166666666666667,0.8782085561497325,0.8405748663101604,0.8459224598930482,0.8760803084696184,0.8714905714978454,0.027263843222270302,47
0.44685678482055663,0.028820534601954304,0.017354154586791994,0.0018420877304198627,0.1000998503939086,3,4,188,0.9862528132298237,"{'model__learning_rate': np.float64(0.1000998503939086), 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__n_estimators': 188, 'model__subsample': np.float64(0.9862528132298237)}",0.9123188405797102,0.9002673796791444,0.8544786096256686,0.8651737967914439,0.8718255551123522,0.8808128363576639,0.021862981673116896,20
0.8015666484832764,0.022800577822025252,0.01936020851135254,0.003414806453478198,0.17167946962329225,2,5,485,0.8736932106048627,"{'model__learning_rate': np.float64(0.17167946962329225), 'model__max_depth': 2, 'model__min_samples_leaf': 5, 'model__n_estimators': 485, 'model__subsample': np.float64(0.8736932106048627)}",0.9158761528326747,0.883957219251337,0.8495320855614974,0.8685160427807487,0.8800691397420555,0.8795901280336625,0.0217352148141309,25
0.3934467792510986,0.02044898953364917,0.018044090270996092,0.003173350236721997,0.09803049874792026,4,8,134,0.9637281608315128,"{'model__learning_rate': np.float64(0.09803049874792026), 'model__max_depth': 4, 'model__min_samples_leaf': 8, 'model__n_estimators': 134, 'model__subsample': np.float64(0.9637281608315128)}",0.907312252964427,0.9027406417112299,0.8592914438502673,0.8662433155080215,0.8728892434516686,0.8816953794971228,0.019582532593835595,17
0.5004393100738526,0.06635882741964792,0.019672727584838866,0.003287718658648172,0.061755996320003385,5,4,101,0.7700623497964979,"{'model__learning_rate': np.float64(0.061755996320003385), 'model__max_depth': 5, 'model__min_samples_leaf': 4, 'model__n_estimators': 101, 'model__subsample': np.float64(0.7700623497964979)}",0.9087615283267458,0.8994652406417113,0.8516711229946524,0.8727941176470588,0.8786065682754953,0.8822597155771328,0.020184059043322513,16
1.0771714210510255,0.226159854046954,0.029936742782592774,0.009507919525307393,0.05158833257363777,5,6,290,0.9369139098379994,"{'model__learning_rate': np.float64(0.05158833257363777), 'model__max_depth': 5, 'model__min_samples_leaf': 6, 'model__n_estimators': 290, 'model__subsample': np.float64(0.9369139098379994)}",0.9110013175230567,0.8950534759358288,0.8493983957219251,0.8634358288770054,0.8751495811727164,0.8788077198461066,0.021976977400329303,29
1.1649656295776367,0.1304813510920126,0.024319982528686522,0.004872526177428537,0.09995082667395314,3,4,369,0.8909087983425683,"{'model__learning_rate': np.float64(0.09995082667395314), 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__n_estimators': 369, 'model__subsample': np.float64(0.8909087983425683)}",0.917588932806324,0.8989304812834226,0.8465909090909091,0.8689171122994653,0.8804680228692993,0.882499091669884,0.024410163849629064,15
0.8282509326934815,0.03558280691265196,0.016450166702270508,0.0004070986730972515,0.07530815376116708,3,7,351,0.6180909155642152,"{'model__learning_rate': np.float64(0.07530815376116708), 'model__max_depth': 3, 'model__min_samples_leaf': 7, 'model__n_estimators': 351, 'model__subsample': np.float64(0.6180909155642152)}",0.9144268774703558,0.8949197860962567,0.8485962566844919,0.8764037433155081,0.8915037893897089,0.8851700905912644,0.02193456656785084,6
1.7863381385803223,0.0398221682745099,0.018495512008666993,0.0010394494278075789,0.07506606615265286,5,2,466,0.9314950036607718,"{'model__learning_rate': np.float64(0.07506606615265286), 'model__max_depth': 5, 'model__min_samples_leaf': 2, 'model__n_estimators': 466, 'model__subsample': np.float64(0.9314950036607718)}",0.9120553359683795,0.875668449197861,0.8448529411764706,0.8582219251336898,0.8787395293179099,0.8739076361588621,0.022679997732366886,40
0.807516622543335,0.029722345137591817,0.017406654357910157,0.0006006332607543492,0.08135066533871785,5,9,256,0.9208787923016158,"{'model__learning_rate': np.float64(0.08135066533871785), 'model__max_depth': 5, 'model__min_samples_leaf': 9, 'model__n_estimators': 256, 'model__subsample': np.float64(0.9208787923016158)}",0.9158761528326747,0.8921122994652406,0.844451871657754,0.8618315508021391,0.8759473474272038,0.8780438444370023,0.0245961760655745,31
1.100177526473999,0.0174695777727146,0.027443552017211915,0.009628921189186481,0.024910128735954166,4,9,443,0.7579526072702278,"{'model__learning_rate': np.float64(0.024910128735954166), 'model__max_depth': 4, 'model__min_samples_leaf': 9, 'model__n_estimators': 443, 'model__subsample': np.float64(0.7579526072702278)}",0.9112648221343875,0.9061497326203208,0.849264705882353,0.8738636363636363,0.8816646722510304,0.8844415138503458,0.02257319999324155,9
0.5244120597839356,0.020667606568373093,0.019307613372802734,0.005770686158974015,0.06869763494360763,4,3,180,0.88453678109946,"{'model__learning_rate': np.float64(0.06869763494360763), 'model__max_depth': 4, 'model__min_samples_leaf': 3, 'model__n_estimators': 180, 'model__subsample': np.float64(0.88453678109946)}",0.9091567852437418,0.9044117647058824,0.8526069518716579,0.8710561497326204,0.8762132695120329,0.8826889842131871,0.021234924405171152,14
0.9203839778900147,0.03153017515782748,0.021250104904174803,0.004037320022364028,0.16803510810624114,4,5,330,0.8604308102007778,"{'model__learning_rate': np.float64(0.16803510810624114), 'model__max_depth': 4, 'model__min_samples_leaf': 5, 'model__n_estimators': 330, 'model__subsample': np.float64(0.8604308102007778)}",0.908498023715415,0.8794117647058822,0.8364304812834225,0.8556818181818182,0.8816646722510304,0.8723373520275137,0.024541192181856426,44
0.5635360717773438,0.02097122118783086,0.01633486747741699,0.0006770728262914125,0.19299193510875617,2,8,367,0.7323592099410596,"{'model__learning_rate': np.float64(0.19299193510875617), 'model__max_depth': 2, 'model__min_samples_leaf': 8, 'model__n_estimators': 367, 'model__subsample': np.float64(0.7323592099410596)}",0.9112648221343874,0.8835561497326203,0.8554144385026738,0.8706550802139038,0.8750166201303018,0.8791814221427774,0.018457499236609023,28
1.0022112369537353,0.012740553276610129,0.018102741241455077,0.0016272009342912217,0.02271167005720473,4,8,392,0.8918424713352255,"{'model__learning_rate': np.float64(0.02271167005720473), 'model__max_depth': 4, 'model__min_samples_leaf': 8, 'model__n_estimators': 392, 'model__subsample': np.float64(0.8918424713352255)}",0.9156126482213439,0.9025401069518717,0.8571524064171123,0.8737299465240642,0.8744847759606436,0.8847039768150072,0.0212481714257137,8
0.8267933845520019,0.0265926907089536,0.01689610481262207,0.0008681154689939567,0.13751149427104264,4,3,326,0.6478376983753207,"{'model__learning_rate': np.float64(0.13751149427104264), 'model__max_depth': 4, 'model__min_samples_leaf': 3, 'model__n_estimators': 326, 'model__subsample': np.float64(0.6478376983753207)}",0.9099472990777339,0.8843582887700534,0.8324197860962567,0.8575534759358289,0.8881797633293445,0.8744917226418435,0.026828199833742048,38
0.4845158576965332,0.012556386320969155,0.01633925437927246,0.0005412120104855222,0.15264895744459903,2,5,317,0.6943939678995823,"{'model__learning_rate': np.float64(0.15264895744459903), 'model__max_depth': 2, 'model__min_samples_leaf': 5, 'model__n_estimators': 317, 'model__subsample': np.float64(0.6943939678995823)}",0.9127140974967062,0.8836898395721926,0.858890374331551,0.877139037433155,0.8871160749900279,0.8839098847647266,0.017388680356254415,11
0.7720471858978272,0.03560869618484904,0.01815633773803711,0.0012410305211174037,0.0612136645522648,4,9,306,0.7710164073434198,"{'model__learning_rate': np.float64(0.0612136645522648), 'model__max_depth': 4, 'model__min_samples_leaf': 9, 'model__n_estimators': 306, 'model__subsample': np.float64(0.7710164073434198)}",0.9156126482213438,0.8954545454545454,0.8575534759358289,0.874264705882353,0.8841909320569074,0.8854152615101956,0.019569273645742194,3
0.280047082901001,0.008656540539677708,0.015940332412719728,0.000538080522638228,0.015083825348819038,2,3,162,0.9583054382694077,"{'model__learning_rate': np.float64(0.015083825348819038), 'model__max_depth': 2, 'model__min_samples_leaf': 3, 'model__n_estimators': 162, 'model__subsample': np.float64(0.9583054382694077)}",0.8877470355731224,0.87774064171123,0.8336898395721926,0.8450534759358288,0.8932322829410984,0.8674926551466944,0.023765254883972742,50
0.4924811363220215,0.008843988451392734,0.017515802383422853,0.0015670929295593182,0.10507404463642235,2,4,321,0.6557325817623503,"{'model__learning_rate': np.float64(0.10507404463642235), 'model__max_depth': 2, 'model__min_samples_leaf': 4, 'model__n_estimators': 321, 'model__subsample': np.float64(0.6557325817623503)}",0.9005270092226614,0.8847593582887701,0.8508689839572193,0.8717245989304812,0.8776758409785932,0.8771111582755451,0.016277485310122537,35
0.3116302490234375,0.014259198919620016,0.020247411727905274,0.00418471336309325,0.13088347585556345,4,4,112,0.6307919639315172,"{'model__learning_rate': np.float64(0.13088347585556345), 'model__max_depth': 4, 'model__min_samples_leaf': 4, 'model__n_estimators': 112, 'model__subsample': np.float64(0.6307919639315172)}",0.9069169960474308,0.8947192513368984,0.8539438502673796,0.8682486631016043,0.8792713734875681,0.8806200268481763,0.018744634560624772,21
0.5843517780303955,0.020643133212813913,0.017292022705078125,0.001374063680099161,0.0679502905827536,3,2,269,0.9232481518257668,"{'model__learning_rate': np.float64(0.0679502905827536), 'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__n_estimators': 269, 'model__subsample': np.float64(0.9232481518257668)}",0.9189064558629776,0.901336898395722,0.859692513368984,0.8747994652406416,0.8750166201303019,0.8859503905997255,0.02124247372364426,2
0.8465666770935059,0.05486688256972984,0.017675399780273438,0.0010775733176361792,0.1366807513020847,3,4,385,0.9533121035675474,"{'model__learning_rate': np.float64(0.1366807513020847), 'model__max_depth': 3, 'model__min_samples_leaf': 4, 'model__n_estimators': 385, 'model__subsample': np.float64(0.9533121035675474)}",0.9113965744400527,0.8959893048128343,0.849264705882353,0.8583556149732621,0.8732881265789124,0.8776588653374828,0.02311789415120654,32
0.988575792312622,0.036817872546507265,0.017905569076538085,0.0006267283679898491,0.07486900420105479,4,9,330,0.9627313766183017,"{'model__learning_rate': np.float64(0.07486900420105479), 'model__max_depth': 4, 'model__min_samples_leaf': 9, 'model__n_estimators': 330, 'model__subsample': np.float64(0.9627313766183017)}",0.9094202898550725,0.893048128342246,0.8413770053475936,0.8662433155080215,0.8756814253423747,0.8771540328790616,0.02321612213669644,34
0.5860943794250488,0.04844392445824799,0.016996383666992188,0.000540275375595385,0.06442644987692707,4,9,215,0.7410275425336676,"{'model__learning_rate': np.float64(0.06442644987692707), 'model__max_depth': 4, 'model__min_samples_leaf': 9, 'model__n_estimators': 215, 'model__subsample': np.float64(0.7410275425336676)}",0.9090250329380765,0.8961229946524063,0.8566176470588235,0.8766711229946524,0.8880468022869299,0.8852967199861776,0.017802775956493367,5
0.5213117122650146,0.009712653597300088,0.020566272735595702,0.005037913777544635,0.07095625163160581,3,8,236,0.7939319885435933,"{'model__learning_rate': np.float64(0.07095625163160581), 'model__max_depth': 3, 'model__min_samples_leaf': 8, 'model__n_estimators': 236, 'model__subsample': np.float64(0.7939319885435933)}",0.916403162055336,0.9006684491978609,0.8504679144385027,0.8714572192513369,0.8772769578513496,0.8832547405588773,0.02303018218954538,12
0.8442477703094482,0.01507675988475451,0.018021392822265624,0.0015460429301619128,0.1484872065780541,3,8,414,0.7292811728083021,"{'model__learning_rate': np.float64(0.1484872065780541), 'model__max_depth': 3, 'model__min_samples_leaf': 8, 'model__n_estimators': 414, 'model__subsample': np.float64(0.7292811728083021)}",0.9173254281949934,0.8907754010695188,0.8348262032085564,0.8507352941176471,0.8747506980454727,0.8736826049272377,0.02910120119021499,42
0.330301570892334,0.0076459843085187286,0.016741371154785155,0.0007105536173967264,0.11375812434867322,2,4,212,0.6259568988435926,"{'model__learning_rate': np.float64(0.11375812434867322), 'model__max_depth': 2, 'model__min_samples_leaf': 4, 'model__n_estimators': 212, 'model__subsample': np.float64(0.6259568988435926)}",0.9073122529644269,0.8816844919786097,0.8519385026737968,0.8702540106951872,0.8813322696449941,0.8785043055914029,0.018010097437406107,30
1.6149871349334717,0.043611374289255184,0.01846318244934082,0.000447018633230949,0.06078308278686894,5,7,485,0.8849082359697769,"{'model__learning_rate': np.float64(0.06078308278686894), 'model__max_depth': 5, 'model__min_samples_leaf': 7, 'model__n_estimators': 485, 'model__subsample': np.float64(0.8849082359697769)}",0.9098155467720686,0.8848930481283422,0.8423128342245989,0.8550133689839574,0.8783406461906661,0.8740750888599266,0.02359997261860204,39
1.1236584186553955,0.01874455008893035,0.020380830764770506,0.0019317165917937201,0.03961738599067998,5,1,286,0.8438257335919588,"{'model__learning_rate': np.float64(0.03961738599067998), 'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__n_estimators': 286, 'model__subsample': np.float64(0.8438257335919588)}",0.9162714097496706,0.8974598930481283,0.8433823529411766,0.8683823529411765,0.8807339449541284,0.8812459907268562,0.024855828453411735,19
0.6985374927520752,0.010127356008775264,0.01675248146057129,0.0004767393250238517,0.1105358046457723,3,7,323,0.9633063543866615,"{'model__learning_rate': np.float64(0.1105358046457723), 'model__max_depth': 3, 'model__min_samples_leaf': 7, 'model__n_estimators': 323, 'model__subsample': np.float64(0.9633063543866615)}",0.9182476943346508,0.8969251336898396,0.8441844919786097,0.8643716577540107,0.8755484642999602,0.8798554884114141,0.025675099690620182,23
0.5610423564910889,0.011861946492578218,0.01904129981994629,0.0034233548018094096,0.05791237813339449,3,5,271,0.7791132658292367,"{'model__learning_rate': np.float64(0.05791237813339449), 'model__max_depth': 3, 'model__min_samples_leaf': 5, 'model__n_estimators': 271, 'model__subsample': np.float64(0.7791132658292367)}",0.9157444005270092,0.9009358288770054,0.8544786096256687,0.8761363636363636,0.8795372955723973,0.8853664996476889,0.02115872234061422,4
0.841361141204834,0.02632265964022777,0.020956754684448242,0.0033329077937297186,0.12057861781426558,4,4,302,0.7478617824245618,"{'model__learning_rate': np.float64(0.12057861781426558), 'model__max_depth': 4, 'model__min_samples_leaf': 4, 'model__n_estimators': 302, 'model__subsample': np.float64(0.7478617824245618)}",0.9129776021080369,0.8901069518716578,0.8304144385026738,0.8587566844919786,0.8808669059965429,0.8746245165941782,0.028128105149426506,37
1.043106460571289,0.07779487743501987,0.02222785949707031,0.0012022367109531648,0.05843198765548518,3,8,424,0.8529223322374317,"{'model__learning_rate': np.float64(0.05843198765548518), 'model__max_depth': 3, 'model__min_samples_leaf': 8, 'model__n_estimators': 424, 'model__subsample': np.float64(0.8529223322374317)}",0.9167984189723319,0.8957219251336899,0.8534090909090909,0.8806818181818182,0.8748836590878872,0.8842989824569637,0.021178359637088195,10
1.0091954708099364,0.03370977920740219,0.021230077743530272,0.0014801003238572917,0.13670594215217896,4,1,300,0.7283120259886944,"{'model__learning_rate': np.float64(0.13670594215217896), 'model__max_depth': 4, 'model__min_samples_leaf': 1, 'model__n_estimators': 300, 'model__subsample': np.float64(0.7283120259886944)}",0.920223978919631,0.8840909090909091,0.8445855614973262,0.860360962566845,0.8884456854141737,0.879541419497777,0.025864479058382836,26
0.4964475154876709,0.01265550150831386,0.02013530731201172,0.0009634353546508268,0.04730370207997085,2,3,247,0.730383562080754,"{'model__learning_rate': np.float64(0.04730370207997085), 'model__max_depth': 2, 'model__min_samples_leaf': 3, 'model__n_estimators': 247, 'model__subsample': np.float64(0.730383562080754)}",0.8994729907773386,0.8898395721925134,0.8604946524064171,0.8644385026737967,0.8847892567477729,0.8798069949595677,0.01497587433169659,24
0.6206454753875732,0.025587991336555923,0.020460081100463868,0.001850590890114471,0.054048209513109666,3,3,246,0.7394663949166917,"{'model__learning_rate': np.float64(0.054048209513109666), 'model__max_depth': 3, 'model__min_samples_leaf': 3, 'model__n_estimators': 246, 'model__subsample': np.float64(0.7394663949166917)}",0.9182476943346509,0.8966577540106951,0.8582219251336898,0.8754010695187165,0.8751495811727164,0.8847356048340937,0.020722926405933196,7
0.48188223838806155,0.03513853921553836,0.022165203094482423,0.004057180802603218,0.029235310218284155,2,1,227,0.8071005402109921,"{'model__learning_rate': np.float64(0.029235310218284155), 'model__max_depth': 2, 'model__min_samples_leaf': 1, 'model__n_estimators': 227, 'model__subsample': np.float64(0.8071005402109921)}",0.8959156785243743,0.8790775401069519,0.8489304812834225,0.8550802139037433,0.8897752958383195,0.8737558419313624,0.018660543112698814,41
0.8016650676727295,0.02935941546913032,0.020861721038818358,0.0012490241666052158,0.17754202118146561,4,9,250,0.8165791895310264,"{'model__learning_rate': np.float64(0.17754202118146561), 'model__max_depth': 4, 'model__min_samples_leaf': 9, 'model__n_estimators': 250, 'model__subsample': np.float64(0.8165791895310264)}",0.908893280632411,0.8803475935828878,0.8357620320855614,0.8468582887700535,0.889243451668661,0.872220929347915,0.027104187916816097,45
0.48726844787597656,0.016143940299101336,0.019837474822998045,0.001224814719530008,0.14915687986901646,4,9,159,0.7043316699321636,"{'model__learning_rate': np.float64(0.14915687986901646), 'model__max_depth': 4, 'model__min_samples_leaf': 9, 'model__n_estimators': 159, 'model__subsample': np.float64(0.7043316699321636)}",0.9166666666666667,0.9004010695187166,0.8389705882352941,0.866644385026738,0.8848557372689801,0.8815076893432792,0.026961623510723294,18
0.37533321380615237,0.014652633001442405,0.0209409236907959,0.0020239670662575483,0.20925073995158489,3,5,136,0.9530545372757359,"{'model__learning_rate': np.float64(0.20925073995158489), 'model__max_depth': 3, 'model__min_samples_leaf': 5, 'model__n_estimators': 136, 'model__subsample': np.float64(0.9530545372757359)}",0.9225955204216075,0.9009358288770053,0.861163101604278,0.8737967914438504,0.8720914771971813,0.8861165439087845,0.022456535860630577,1
0.5069372177124023,0.011410395901792223,0.020335054397583006,0.0006933448497573399,0.04774142166827588,2,3,246,0.8903822715480958,"{'model__learning_rate': np.float64(0.04774142166827588), 'model__max_depth': 2, 'model__min_samples_leaf': 3, 'model__n_estimators': 246, 'model__subsample': np.float64(0.8903822715480958)}",0.9003293807641634,0.8836229946524065,0.8564839572192513,0.8573529411764705,0.8855870230022602,0.8766752593629104,0.017136211240739982,36
1.0475419521331788,0.05626691320748114,0.02326507568359375,0.0013519897185476908,0.18942205199051543,5,6,219,0.9551080395043839,"{'model__learning_rate': np.float64(0.18942205199051543), 'model__max_depth': 5, 'model__min_samples_leaf': 6, 'model__n_estimators': 219, 'model__subsample': np.float64(0.9551080395043839)}",0.9091567852437418,0.8893048128342245,0.8412433155080214,0.8488636363636364,0.8702300226033772,0.8717597145106003,0.02515628086396208,46
0.48880276679992674,0.016182669446110527,0.023786115646362304,0.009252940761385674,0.18018568975350258,2,8,203,0.842571623863836,"{'model__learning_rate': np.float64(0.18018568975350258), 'model__max_depth': 2, 'model__min_samples_leaf': 8, 'model__n_estimators': 203, 'model__subsample': np.float64(0.842571623863836)}",0.9075757575757577,0.9010695187165776,0.8480614973262033,0.868048128342246,0.8767451136816912,0.8803000031284952,0.021805533653420615,22
